"Accession","Min_1","Min_2","Gene","Protein"
"P36013",0.00025769037453462,0.000230905890019244,"YKL029C","MAE1"
"P36015",0.000106679503234327,9.80796791693203e-05,"YKL196C","YKT6"
"P36016",5.19822046417187e-05,3.96606925446865e-05,"YKL073W","LHS1"
"P36017",7.12602911590916e-05,6.99479397296715e-05,"YOR089C","VPS21"
"P36018",2.75542800997095e-05,2.52957049933108e-05,"YKR014C","YPT52"
"P36022",1.50229269607346e-05,1.20443911968084e-05,"YKR054C","DYN1"
"P36035",6.85067861241798e-06,4.82101862911735e-06,"YKL217W","JEN1"
"P36036",1.98124904666971e-05,2.39794730301399e-05,"YKL214C","YRA2"
"P36037",9.80225526330723e-05,9.32256998165616e-05,"YKL213C","DOA1"
"P36038",4.2609567458889e-06,3.61406128292541e-06,"YKL208W","CBT1"
"P36039",4.20887023554284e-07,3.73607450512186e-07,"YKL207W","EMC3"
"P36040",3.07989767026962e-05,2.9237499841252e-05,"YKL206C","ADD66"
"P36041",1.24426160176065e-05,1.73160246353149e-05,"YKL204W","EAP1"
"P36044",4.00108317850965e-06,4.03200859607901e-06,"YKL201C","MNN4"
"P36046",2.24175361480256e-05,1.97359564836268e-05,"YKL195W","MIA40"
"P36047",5.22702022280877e-05,5.04721435302436e-05,"YKL193C","SDS22"
"P36048",2.15361083171419e-05,1.98513582485964e-05,"YKL173W","SNU114"
"P36049",4.63646180532996e-05,4.6442203794789e-05,"YKL172W","EBP2"
"P36051",3.77268280489725e-05,3.13349786726607e-05,"YKL165C","MCD4"
"P36053",6.82358640937065e-06,9.03205655226019e-06,"YKL160W","ELF1"
"P36056",6.75901928606354e-06,7.76290699464971e-06,"YKL155C","RSM22"
"P36057",2.53670322718822e-05,2.02361314931499e-05,"YKL154W","SRP102"
"P36059",3.54384361731604e-05,3.21137217155133e-05,"YKL151C","YKL151C"
"P36060",7.73441777196755e-05,8.70665301832709e-05,"YKL150W","MCR1"
"P36062",2.8271272714694e-05,2.13797708627546e-05,"YKL146W","AVT3"
"P36064",6.86936581451276e-06,6.25000267141106e-06,"YKL137W","CMC1"
"P36069",6.19786106617116e-06,5.54465346445361e-06,"YKL128C","PMU1"
"P36080",2.96870518120792e-05,2.72684742130664e-05,"YKL082C","RRP14"
"P36081",6.98663110132929e-05,6.02807779812454e-05,"YKL077W","YKL077W"
"P36084",2.49209585176563e-06,2.25371059002317e-06,"YKL074C","MUD2"
"P36088",1.57447495506993e-05,1.23475126564579e-05,"YKL069W","YKL069W"
"P36090",3.27638037860546e-06,2.71227916885919e-06,"YKL047W","ANR2"
"P36091",4.49948237390189e-05,3.64503027266585e-05,"YKL046C","DCW1"
"P36093",5.16965397539802e-06,4.8371147141334e-06,"YKL043W","PHD1"
"P36094",6.85251886732413e-06,5.57036946865528e-06,"YKL042W","SPC42"
"P36095",1.82890748019372e-05,1.98677174724203e-05,"YKL041W","VPS24"
"P36100",1.27272895514338e-05,1.07478179771149e-05,"YKL028W","TFA1"
"P36101",5.78897661585424e-05,5.6482601094903e-05,"YKL027W","TCD2"
"P36102",2.87714963716728e-05,2.70064677288085e-05,"YKL025C","PAN3"
"P36104",6.98982181447044e-06,5.7797517777013e-06,"YKL018W","SWD2"
"P36105",0.000841499494102922,0.000756433292583835,"YKL006W","RPL14A"
"P36108",6.65561876165322e-05,6.6639188611253e-05,"YKL002W","DID4"
"P36112",4.85245967908989e-05,3.84380261403898e-05,"YKR016W","MIC60"
"P36114",0.000141175271999828,0.000141305966008251,"YKR018C","YKR018C"
"P36116",4.41163872074342e-06,3.41983459755042e-06,"YKR020W","VPS51"
"P36120",1.73637950945243e-05,1.57246440603137e-05,"YKR024C","DBP7"
"P36121",3.36960402893433e-06,3.91286562850427e-06,"YKR025W","RPC37"
"P36122",4.52837150331662e-06,3.6180228554493e-06,"YKR027W","BCH2"
"P36123",9.00418182472965e-05,6.80583407388329e-05,"YKR028W","SAP190"
"P36124",5.32030704439273e-06,4.14645797904824e-06,"YKR029C","SET3"
"P36126",4.13017447707494e-06,4.11326861256323e-06,"YKR031C","SPO14"
"P36132",8.93502649008953e-06,8.17809617307042e-06,"YKR038C","KAE1"
"P36136",0.000107047143075917,0.000108285168113824,"YKR043C","SHB17"
"P36139",0.000128610728295463,0.000109482232169374,"YKR046C","PET10"
"P36144",1.52660684410296e-05,1.4422990589589e-05,"YKR060W","UTP30"
"P36145",3.74432852184536e-06,3.83108642562109e-06,"YKR062W","TFA2"
"P36147",3.66982394114705e-05,3.02787091161832e-05,"YKR065C","PAM17"
"P36148",3.39945438550666e-05,3.942750879051e-05,"YKR067W","GPT2"
"P36149",3.96084829415585e-05,3.11648275550385e-05,"YKR068C","BET3"
"P36150",7.25949657959614e-05,6.44231967982535e-05,"YKR069W","MET1"
"P36151",1.35712180963273e-05,1.42932434422496e-05,"YKR070W","YKR070W"
"P36152",1.0440343053276e-05,1.1931129138783e-05,"YKR071C","DRE2"
"P36154",3.00299597324577e-05,2.68288521604443e-05,"YKR074W","AIM29"
"P36156",3.50384642589757e-07,2.9326965860511e-07,"YKR076W","ECM4"
"P36159",1.83272528141015e-05,1.52613501666102e-05,"YKR079C","TRZ1"
"P36160",7.43684432696024e-05,8.79869354065565e-05,"YKR081C","RPF2"
"P36161",4.92970062913031e-05,3.9131072197885e-05,"YKR082W","NUP133"
"P36164",4.80926911495026e-05,4.6612205164299e-05,"YKR088C","TVP38"
"P36165",4.73775483369058e-06,3.91012702789981e-06,"YKR089C","TGL4"
"P36168",4.38957204661777e-06,4.35177823857348e-06,"YKR096W","ESL2"
"P36224",7.97943013723046e-07,6.11113109672437e-07,"YMR294W","JNM1"
"P36421",0.00059752039689877,0.000525645801425314,"YGR185C","TYS1"
"P36516",3.08361006377956e-05,2.96073955326742e-05,"YMR024W","MRPL3"
"P36517",4.79041079473957e-05,4.23023448494296e-05,"YLR439W","MRPL4"
"P36519",1.12427708352173e-06,1.02301626454404e-06,"YDR237W","MRPL7"
"P36520",2.09277256302739e-05,2.37722430289591e-05,"YNL284C","MRPL10"
"P36521",2.42412930683867e-05,2.10987852572578e-05,"YDL202W","MRPL11"
"P36523",2.48629947135072e-05,2.2758201733109e-05,"YLR312W-A","MRPL15"
"P36525",2.18194014566998e-05,2.15559697414029e-05,"YMR193W","MRPL24"
"P36526",9.71691587851475e-06,1.02916650917633e-05,"YBR282W","MRPL27"
"P36527",7.141992542904e-05,7.25780260801586e-05,"YDR462W","MRPL28"
"P36528",6.36310580816862e-06,6.5209511660493e-06,"YNL252C","MRPL17"
"P36531",1.70479699283273e-06,2.07287938901751e-06,"YBR122C","MRPL36"
"P36533",7.24484271645776e-06,7.45802220027507e-06,"YML009C","MRPL39"
"P36534",2.27085514376504e-05,2.7392259853397e-05,"YPL173W","MRPL40"
"P36775",0.000149511418063035,0.000142285909443062,"YBL022C","PIM1"
"P36973",1.01986553558391e-05,7.797375330666e-06,"YDR441C","APT2"
"P37012",3.46363087678216e-05,2.94330131830645e-05,"YMR105C","PGM2"
"P37020",9.94919048064086e-06,8.61811542504814e-06,"YJR040W","GEF1"
"P37254",1.55800473141434e-05,1.43783291662198e-05,"YNR033W","ABZ1"
"P37262",2.71029330701806e-05,2.49440399776243e-05,"YCR073W-A","SOL2"
"P37263",4.54161149216388e-05,4.80402637558226e-05,"YCR087C-A","YCR087C-A"
"P37267",2.93240331717331e-06,2.67691374596424e-06,"YGR174C","CBP4"
"P37291",0.017391939421796,0.0160948313975767,"YLR058C","SHM2"
"P37292",0.000719084999006989,0.000706277830771398,"YBR263W","SHM1"
"P37293",2.39707922489784e-05,2.19605045499171e-05,"YGR147C","NAT2"
"P37296",7.38269046822756e-05,6.52352027417534e-05,"YMR054W","STV1"
"P37297",5.10905942064958e-05,4.13998282612788e-05,"YLR305C","STT4"
"P37298",4.1123584419629e-05,3.93742702336989e-05,"YDR178W","SDH4"
"P37299",0.000309964195682498,0.000289643018253976,"YHR001W-A","QCR10"
"P37302",0.000137832323325095,0.00014755512602312,"YBR286W","APE3"
"P37303",0.00017132349930088,0.000167926828143607,"YEL046C","GLY1"
"P37304",1.21296185298601e-05,9.60200157200389e-06,"YDR251W","PAM1"
"P37838",6.80025748172511e-05,7.43705763553819e-05,"YPL043W","NOP4"
"P37898",0.00013586899110782,0.00011261257151044,"YHR047C","AAP1"
"P38009",0.00175914047605894,0.0019755766176239,"YMR120C","ADE17"
"P38011",0.00226043617055014,0.00318180083778787,"YMR116C","ASC1"
"P38013",0.000468305096254711,0.000696927258563851,"YLR109W","AHP1"
"P38041",9.42862117004541e-07,1.0497159116814e-06,"YBL085W","BOI1"
"P38061",0.00320355020290543,0.00370695667177083,"YBL092W","RPL32"
"P38063",4.26937602290072e-06,3.23579790738688e-06,"YBL068W","PRS4"
"P38064",1.60567296122584e-05,1.74116624384937e-05,"YBL038W","MRPL16"
"P38065",4.92348087178716e-05,3.83619660779592e-05,"YBL037W","APL3"
"P38066",4.46176156040287e-06,5.60050533895422e-06,"YBL033C","RIB1"
"P38067",8.80022763915151e-06,8.96171595026914e-06,"YBR006W","UGA2"
"P38069",9.84705440510493e-05,0.000102646101079901,"YBR015C","MNN2"
"P38070",4.67087458795242e-06,3.67061053639675e-06,"YBR028C","YPK3"
"P38071",5.08317224083012e-05,5.35935203473215e-05,"YBR026C","ETR1"
"P38072",8.27080003965419e-06,6.54807781718439e-06,"YBR024W","SCO2"
"P38074",7.55160637830973e-06,6.16537327515303e-06,"YBR034C","HMT1"
"P38075",5.11361619658038e-05,6.73429676750952e-05,"YBR035C","PDX3"
"P38077",0.000323053160648889,0.000331550221454435,"YBR039W","ATP3"
"P38079",7.65220028723301e-07,6.28409467290902e-07,"YBR054W","YRO2"
"P38080",1.1689079760077e-05,9.09031269830764e-06,"YBR059C","AKL1"
"P38081",2.23090677960578e-05,2.19367348371333e-05,"YBR056W","YBR056W"
"P38084",2.45233374521209e-06,2.00217736592308e-06,"YBR068C","BAP2"
"P38085",6.58109762639109e-07,2.94678747215191e-07,"YBR069C","TAT1"
"P38086",7.20874509051076e-05,6.7808560368552e-05,"YBR073W","RDH54"
"P38087",6.46452515212057e-05,5.72775405416925e-05,"YBR104W","YMC2"
"P38088",0.00122035235218794,0.00122094818042742,"YBR121C","GRS1"
"P38089",4.01282836619266e-05,4.50111283395126e-05,"YBR125C","PTC4"
"P38111",5.49159239601344e-06,5.50598198570584e-06,"YBR136W","MEC1"
"P38112",6.35070802020209e-05,5.59380438252926e-05,"YBR142W","MAK5"
"P38113",3.46129661436049e-05,3.88326414026661e-05,"YBR145W","ADH5"
"P38115",0.000172827732648953,0.000140586376289783,"YBR149W","ARA1"
"P38116",1.35983714035121e-05,1.19307286676973e-05,"YBR164C","ARL1"
"P38120",1.4352262534306e-05,1.49877964737647e-05,"YBR146W","MRPS9"
"P38121",2.81043642048284e-05,2.41049836853449e-05,"YBL035C","POL12"
"P38127",3.74513672793183e-05,3.827335134274e-05,"YBR192W","RIM2"
"P38129",3.5650525783626e-05,2.9773983745771e-05,"YBR198C","TAF5"
"P38130",5.01356739038563e-05,5.3298987195212e-05,"YBR205W","KTR3"
"P38131",1.21132840130627e-05,1.05610299464207e-05,"YBR199W","KTR4"
"P38132",3.26759262104901e-05,2.69103183992194e-05,"YBR202W","MCM7"
"P38137",6.44356473038819e-05,5.69526356992305e-05,"YBR222C","PCS60"
"P38138",5.64427391013104e-06,4.81903948194274e-06,"YBR229C","ROT2"
"P38143",2.08522348654605e-06,1.50745547540143e-06,"YBR244W","GPX2"
"P38144",7.45826416548947e-05,5.96737453402153e-05,"YBR245C","ISW1"
"P38145",2.16716961746824e-05,2.67210673424358e-05,"YBR256C","RIB5"
"P38147",2.65392077998418e-06,2.34209675997924e-06,"YBR274W","CHK1"
"P38149",4.19744691746266e-05,4.06740595233236e-05,"YBR281C","DUG2"
"P38151",1.11115564556147e-05,1.09051158378272e-05,"YBR233W","PBP2"
"P38152",0.000342670953058858,0.000343122665689562,"YBR291C","CTP1"
"P38153",1.75226027420941e-05,2.18231561985574e-05,"YBR288C","APM3"
"P38157",4.72106741428152e-07,3.78307790624227e-07,"YBR297W","MAL33"
"P38158",1.35041006540071e-05,1.73372324930428e-05,"YBR299W","MAL32"
"P38162",2.34712293749229e-05,1.71205662798441e-05,"YBL107C","MIX23"
"P38166",3.22641953401806e-05,2.8669528562696e-05,"YBL102W","SFT2"
"P38167",1.95504094012875e-06,2.34029040935652e-06,"YBL101C","ECM21"
"P38169",7.08713395542545e-05,6.04816386981386e-05,"YBL098W","BNA4"
"P38170",1.62339589979228e-05,1.31206876239531e-05,"YBL097W","BRN1"
"P38174",4.00598655518587e-05,3.69673320072071e-05,"YBL091C","MAP2"
"P38175",4.74148110726766e-06,5.00290391733895e-06,"YBL090W","MRP21"
"P38176",5.71128444965113e-06,4.52198287769243e-06,"YBL089W","AVT5"
"P38181",2.80236150199587e-05,2.28056207646434e-05,"YBL079W","NUP170"
"P38193",5.21799192650076e-06,4.12249855477811e-06,"YBL046W","PSY4"
"P38196",4.14702503245239e-05,3.49374877058604e-05,"YBL042C","FUI1"
"P38197",6.38596339603351e-05,5.78696273182711e-05,"YBL036C","YBL036C"
"P38198",2.18193854612374e-05,1.71523416589479e-05,"YBL034C","STU1"
"P38199",9.54814877836713e-05,8.26232735808634e-05,"YBL032W","HEK2"
"P38202",4.84462301616513e-07,5.88386935150722e-07,"YBL028C","YBL028C"
"P38203",1.92248410264467e-05,2.65161117358354e-05,"YBL026W","LSM2"
"P38205",0.000287924972827219,0.00024471317046298,"YBL024W","NCL1"
"P38217",7.09009755162696e-05,5.68909836243025e-05,"YBR017C","KAP104"
"P38218",5.32605792568907e-06,5.4444059833119e-06,"YBR022W","POA1"
"P38219",0.00211490883492064,0.00189759081931822,"YBR025C","OLA1"
"P38221",0.000176055594781111,0.000138314621366105,"YBR029C","CDS1"
"P38225",3.56340845963085e-05,3.62635124521693e-05,"YBR041W","FAT1"
"P38226",1.1854339522648e-05,1.11582137781493e-05,"YBR042C","CST26"
"P38228",6.97589130279964e-06,7.13472609602849e-06,"YBR044C","TCM62"
"P38230",1.00036088710126e-05,1.14004754190002e-05,"YBR046C","ZTA1"
"P38234",1.25828188728771e-05,1.13895708055974e-05,"YBR052C","RFS1"
"P38235",0.000527748441383175,0.000412469751341781,"YBR053C","YBR053C"
"P38237",2.64823375684198e-05,2.11233729057839e-05,"YBR058C","UBP14"
"P38238",1.67574023007941e-06,1.55858795565697e-06,"YBR061C","TRM7"
"P38241",5.40670514121857e-07,5.17016023513536e-07,"YBR065C","ECM2"
"P38242",2.66960710070078e-06,2.01542777512144e-06,"YBR070C","ALG14"
"P38244",5.22485941402456e-05,4.51546420462451e-05,"YBR074W","PFF1"
"P38248",0.00144357785143231,0.00127311486590846,"YBR078W","ECM33"
"P38249",0.00110114113374198,0.000892034334937621,"YBR079C","RPG1"
"P38250",4.96449639797719e-05,4.06862854658859e-05,"YBR086C","IST2"
"P38251",4.09997278050709e-05,3.61649345212712e-05,"YBR087W","RFC5"
"P38254",1.83971452819522e-05,1.72032450572904e-05,"YBR094W","PBY1"
"P38255",4.08364722285364e-06,3.49282149875194e-06,"YBR095C","RXT2"
"P38256",9.52280186418301e-05,8.68292562333242e-05,"YBR096W","YBR096W"
"P38260",5.9093205279698e-05,4.52190021769477e-05,"YBR101C","FES1"
"P38261",8.45463056918719e-06,8.60925337972061e-06,"YBR102C","EXO84"
"P38262",3.10955654171597e-06,4.4181774366077e-06,"YBR103W","SIF2"
"P38264",7.15614528344399e-05,7.91576675004562e-05,"YBR106W","PHO88"
"P38271",7.38581642163582e-06,7.22926213252206e-06,"YBR129C","OPY1"
"P38272",5.20279107343078e-06,6.45009059340238e-06,"YBR130C","SHE3"
"P38273",1.1892419141473e-06,9.48723512562326e-07,"YBR131W","CCZ1"
"P38274",7.08095315640187e-06,6.43002646108383e-06,"YBR133C","HSL7"
"P38278",6.97379809657743e-07,6.30820051893156e-07,"YBR141C","BMT2"
"P38281",2.01359002874516e-05,2.12718437916207e-05,"YBR151W","APD1"
"P38286",0.000125753706748572,0.000114944184290376,"YBR159W","IFA38"
"P38295",0.000165620537269257,0.000167599579391054,"YBR177C","EHT1"
"P38297",1.90881358000854e-06,1.55274934768422e-06,"YBR179C","FZO1"
"P38300",4.9280900678267e-07,4.85680350485758e-07,"YBR185C","MBA1"
"P38301",2.9579267819409e-07,2.39207225188357e-07,"YBR187W","GDT1"
"P38302",4.89148532557408e-06,3.91321701044805e-06,"YBR188C","NTC20"
"P38310",2.867241252698e-05,2.2749340954329e-05,"YBR207W","FTH1"
"P38314",1.74524882386078e-05,1.53396614624024e-05,"YBR214W","SDS24"
"P38318",1.13583733016373e-05,8.65540806470801e-06,"YBR220C","YBR220C"
"P38321",3.87966619512995e-06,3.61539646599909e-06,"YBR225W","YBR225W"
"P38323",3.99791080023947e-05,3.25089270706796e-05,"YBR227C","MCX1"
"P38325",0.000111545344092352,9.31513247937321e-05,"YBR230C","OM14"
"P38326",1.74848901706207e-06,1.98038399055262e-06,"YBR231C","SWC5"
"P38328",8.39446321340614e-05,9.13839232989992e-05,"YBR234C","ARC40"
"P38329",3.58985657301767e-06,3.56362061298806e-06,"YBR235W","VHC1"
"P38330",2.55243550652514e-06,2.22772945422651e-06,"YBR238C","YBR238C"
"P38331",4.59420277404132e-06,4.97249987729425e-06,"YBR242W","YBR242W"
"P38332",1.45806376391717e-05,1.35471847788775e-05,"YBR246W","RRT2"
"P38333",0.000241602558583263,0.000188146319614853,"YBR247C","ENP1"
"P38336",2.8707605713952e-06,2.61457943245251e-06,"YBR257W","POP4"
"P38337",3.43385881058146e-06,2.73660760327065e-06,"YBR258C","SHG1"
"P38339",9.36755688243262e-06,8.64890478025834e-06,"YBR260C","RGD1"
"P38340",1.96859678527843e-05,2.17336922416339e-05,"YBR261C","TAE1"
"P38341",3.04373665274443e-06,3.10454788838906e-06,"YBR262C","MIC12"
"P38342",2.49860774327531e-05,2.22225547104839e-05,"YBR265W","TSC10"
"P38344",1.53946688095356e-05,1.48225208066247e-05,"YBR267W","REI1"
"P38348",2.89568498665009e-05,2.40876982420006e-05,"YBR272C","HSM3"
"P38349",3.72696433451605e-06,3.78520039332457e-06,"YBR273C","UBX7"
"P38351",4.73452223448803e-05,4.38383470426661e-05,"YBR279W","PAF1"
"P38352",1.26730214101553e-06,1.51209642032819e-06,"YBR280C","SAF1"
"P38353",0.00037437247515181,0.000333666233874214,"YBR283C","SSH1"
"P38355",3.26984669871082e-06,2.5828234482432e-06,"YBR287W","YBR287W"
"P38359",2.12468258298214e-05,1.92257259432433e-05,"YBR294W","SUL1"
"P38426",6.27684733102281e-05,5.59955094232772e-05,"YMR261C","TPS3"
"P38427",4.05251548934981e-05,3.69193176293771e-05,"YML100W","TSL1"
"P38428",7.5053866061712e-07,6.73165792620559e-07,"YMR264W","CUE1"
"P38429",7.23055548938251e-06,8.75185546499146e-06,"YMR263W","SAP30"
"P38431",0.000629511066057178,0.000639679683599131,"YPR041W","TIF5"
"P38439",4.85395115444168e-06,3.95926100975344e-06,"YOR123C","LEO1"
"P38523",3.34295630352374e-05,2.79531153855603e-05,"YOR232W","MGE1"
"P38555",0.000133517934761574,0.000205141740648163,"YER031C","YPT31"
"P38604",4.50327385712667e-05,3.87238368544961e-05,"YHR072W","ERG7"
"P38615",9.36469722560759e-08,6.8454298345552e-08,"YMR139W","RIM11"
"P38616",6.84461255758751e-05,5.759003178735e-05,"YNL160W","YGP1"
"P38620",6.2987522529536e-06,5.03473458059824e-06,"YER099C","PRS2"
"P38623",3.53171967664276e-05,3.02624306584793e-05,"YLR248W","RCK2"
"P38624",0.000431027678531089,0.000404375635666278,"YJL001W","PRE3"
"P38625",0.000921686271336556,0.000854796628534088,"YMR217W","GUA1"
"P38626",3.22814343723679e-05,2.97803949600814e-05,"YIL043C","CBR1"
"P38627",5.79292510080621e-05,4.75971071408417e-05,"YJR103W","URA8"
"P38628",4.4997279489133e-05,4.1476062227433e-05,"YEL058W","PCM1"
"P38629",0.000136827325685309,0.000115578518483144,"YNL290W","RFC3"
"P38630",1.20810199573901e-05,1.2271838386465e-05,"YOR217W","RFC1"
"P38631",0.000880940777006544,0.000733612058231399,"YLR342W","FKS1"
"P38635",5.01870375971476e-05,4.12127292578421e-05,"YFR025C","HIS2"
"P38682",2.38643519997584e-05,2.71054631660036e-05,"YER122C","GLO3"
"P38687",0.000125008290281623,0.000130101179771968,"YPL243W","SRP68"
"P38688",0.000130862968555778,0.000130774750656034,"YPL210C","SRP72"
"P38689",0.000227717676100721,0.000196487316580878,"YHL011C","PRS3"
"P38691",1.98254339881811e-06,1.45856914438839e-06,"YHR082C","KSP1"
"P38692",3.82531861668652e-05,3.21226430700831e-05,"YHR102W","KIC1"
"P38694",0.00014620729728941,0.000136465259619526,"YHR039C","MSC7"
"P38695",1.9608265571514e-05,1.92671774961274e-05,"YHR096C","HXT5"
"P38697",2.26267694157185e-05,2.92102353822491e-05,"YHR216W","IMD2"
"P38698",4.78479899364264e-05,3.88029889279432e-05,"YHR201C","PPX1"
"P38699",2.852378219241e-06,2.40752537701397e-06,"YHR178W","STB5"
"P38701",0.00213230973828254,0.00251902701418064,"YHL015W","RPS20"
"P38702",1.24846035085243e-06,1.28886843253195e-06,"YHR002W","LEU5"
"P38703",6.19423854517485e-06,5.24637995646906e-06,"YHL003C","LAG1"
"P38705",1.78735968791463e-05,1.56991738299541e-05,"YHR011W","DIA4"
"P38707",0.0007337939924508,0.000631782463068031,"YHR019C","DED81"
"P38708",0.000338146691697232,0.000333390183067246,"YHR020W","YHR020W"
"P38710",2.31928109053132e-05,1.89744639393183e-05,"YHR046C","INM1"
"P38712",7.59359678639257e-05,7.48614580131943e-05,"YHR065C","RRP3"
"P38713",1.07707636876016e-05,1.26802947185771e-05,"YHR073W","OSH3"
"P38714",7.61675674616724e-06,7.07583901158834e-06,"YHR091C","MSR1"
"P38715",0.000126147707450517,0.000111038770823647,"YHR104W","GRE3"
"P38716",9.7998234766996e-05,0.000106856266729301,"YHR112C","YHR112C"
"P38717",3.66514680481346e-06,3.53911030341426e-06,"YNL257C","SIP3"
"P38719",6.08218385604687e-05,6.41378281649314e-05,"YHR169W","DBP8"
"P38720",0.00719256069831918,0.00636382608492375,"YHR183W","GND1"
"P38732",2.53778603216058e-05,2.3702214883221e-05,"YHL039W","EFM1"
"P38736",4.16891473554041e-05,4.160793211602e-05,"YHL031C","GOS1"
"P38737",0.000190554801515587,0.000155871561340284,"YHL030W","ECM29"
"P38738",1.92151050862417e-06,1.77349904183077e-06,"YHL029C","OCA5"
"P38741",1.83318718785032e-06,1.78293264202242e-06,"YHL024W","RIM4"
"P38742",8.01410126731697e-06,7.49801505240475e-06,"YHL023C","NPR3"
"P38745",7.53374195328481e-08,6.35855530745246e-08,"YHL017W","YHL017W"
