"Accession","Gene","Protein","Min_1","Min_2","Rich_1","Rich_2"
"P0CX28","YHR141C","RPL42B",0.000762358597745221,0.000951213510422611,0.000987895915263301,0.00100112700963118
"P0CX29","YGR118W","RPS23A",0.00121483167015583,0.0013503079184579,0.00129800081884025,0.00126909306447503
"P0CX31","YER074W","RPS24A",0.00189896539252739,0.00239905549095355,0.00217047819572941,0.00217460829556144
"P0CX34","YOR182C","RPS30B",0.000429122819770221,0.000508327074822515,0.000493210583626366,0.000478536282435312
"P0CX36","YHR203C","RPS4B",0.00653510765559722,0.00730144912712544,0.00727859213830093,0.00789125137517919
"P0CX38","YBR181C","RPS6B",0.00946122848467447,0.00990074849909745,0.0104920712313247,0.010742176456339
"P0CX39","YBL072C","RPS8A",0.0043153671963404,0.0054235070319517,0.00473531205511382,0.00467825175312832
"P0CX41","YBL087C","RPL23A",0.00299901865874384,0.00351416815299715,0.00332585857216897,0.00329249198430799
"P0CX44","YGL135W","RPL1B",0.00535863502603421,0.00555443412971872,0.00594341357509297,0.00605173933960839
"P0CX45","YFR031C-A","RPL2A",0.00624636535262573,0.00687074983727156,0.0066676713007013,0.0067153948613411
"P0CX47","YDR025W","RPS11A",0.003127744123375,0.00370307366284098,0.00344397528657859,0.00352453403185674
"P0CX49","YOL120C","RPL18A",0.00368027547463654,0.00350435280537517,0.00407298293946058,0.004004934534207
"P0CX51","YMR143W","RPS16A",0.0057001638582657,0.00641522730267595,0.00638051328190463,0.00656310156875148
"P0CX53","YEL054C","RPL12A",0.00590314270093905,0.0069052695398477,0.00798865252797883,0.0087219817614244
"P0CX56","YML026C","RPS18B",0.0128527129687342,0.0112672913305234,0.0139470076643396,0.0142542791962865
"P0CX82","YBR084C-A","RPL19A",0.00808674871563864,0.00874082619743292,0.00908615297508671,0.00892688080581418
"P0CX84","YDL191W","RPL35A",0.00272377379867241,0.00289684152071885,0.00285622866046264,0.00302898934903991
"P10080","YHL034C","SBP1",8.40132260189647e-05,0.000105583648591725,9.12908431219175e-05,9.45699745327717e-05
"P10081","YKR059W","TIF1",0.0032539287474561,0.00349852670094631,0.00349547187001783,0.003652241231382
"P10127","YGL256W","ADH4",1.12366419057696e-05,1.05826451558733e-05,0.000140611707294387,0.000106522167861239
"P10363","YIR008C","PRI1",9.3714240437319e-06,9.64704160745673e-06,9.55209605128944e-06,9.09560376053363e-06
"P10507","YLR163C","MAS1",9.84117241415324e-05,8.2170742062868e-05,0.000104369467507681,0.000109683053442965
"P10566","YJL133W","MRS3",3.50111382786775e-06,3.22204314363377e-06,3.21017660260588e-06,3.53859446112935e-06
"P10591","YAL005C","SSA1",0.000533611453692675,0.000392279814508906,0.000703602068074088,0.000494220027696047
"P10592","YLL024C","SSA2",0.00141043692014058,0.00119956724502189,0.00187718435156101,0.00126112730216954
"P10614","YHR007C","ERG11",0.000406345399931746,0.000357163065573975,0.000504986862421573,0.000521834032339094
"P10622","YDL130W","RPP1B",0.00386130747557873,0.00282232348115131,0.00388796240945503,0.00363617217140454
"P10659","YLR180W","SAM1",0.000155678423808953,0.000114566923956813,5.56999025601231e-05,4.40774148184682e-05
"P10662","YDR347W","MRP1",1.64672181692556e-05,1.76939867232479e-05,1.94064178053731e-05,2.07636164116578e-05
"P10663","YPR166C","MRP2",8.18265520764737e-06,8.22568590136654e-06,9.91910890070293e-06,1.02971455075915e-05
"P10664","YBR031W","RPL4A",0.00324879537057769,0.00346837092124102,0.0039808817095983,0.00387028598452054
"P10823","YER020W","GPA2",3.83676441673708e-05,2.90311213551005e-05,3.27363965442733e-05,3.24480707868544e-05
"P10849","YDL044C","MTF2",1.12015171204222e-05,9.36509558193278e-06,1.32555146075176e-05,1.23930311813553e-05
"P10862","YCR066W","RAD18",3.04498677981261e-06,2.40416280055558e-06,2.9014647511938e-06,2.78421409324509e-06
"P10869","YER052C","HOM3",0.00114442987957276,0.000906186532417719,0.000389862180468893,0.000387960051805098
"P10961","YGL073W","HSF1",6.33509416620777e-06,5.87662798931435e-06,8.50436544120223e-06,1.04717652869692e-05
"P10962","YAL025C","MAK16",3.3349227213945e-05,2.62019428286063e-05,4.20851771844768e-05,4.31906481327402e-05
"P10963","YKR097W","PCK1",4.9428397566128e-06,4.55761924292399e-06,7.03151514413046e-06,7.36845605458737e-06
"P10964","YOR341W","RPA190",0.000443145089810142,0.000410869791423414,0.000507113386471654,0.000527764618120801
"P11075","YDR170C","SEC7",0.000115802727894004,9.03411397828177e-05,0.000136620836362619,0.000136942851182642
"P11076","YDL192W","ARF1",3.27445906847859e-05,3.3611767070085e-05,3.48476596974956e-05,3.4091056834384e-05
"P11154","YGL062W","PYC1",0.000114678854225537,0.000109419670239855,6.80672481102918e-05,6.95217990922177e-05
"P11325","YLR382C","NAM2",1.40907546315316e-05,1.3056729140505e-05,1.53074049877731e-05,1.61601932158909e-05
"P11353","YDR044W","HEM13",2.86049835706517e-05,3.10365852597144e-05,3.41624122715411e-05,3.40601431483753e-05
"P11412","YNL241C","ZWF1",0.000556151629770247,0.000512846639075779,0.000234170667810544,0.000247383633345768
"P11433","YAL041W","CDC24",2.68388918701122e-05,2.22683381497046e-05,2.71117000847833e-05,2.54144984546558e-05
"P11484","YDL229W","SSB1",6.01747842006939e-05,5.53199246716671e-05,6.53531270016808e-05,6.88074730539464e-05
"P11491","YDR481C","PHO8",0.000102805178235664,0.000104970740993318,8.71613670212237e-05,9.63868600321702e-05
"P11632","YPR052C","NHP6A",0.000151827605798962,0.000168716008081892,0.000139833060798479,0.000129325250459
"P11633","YBR089C-A","NHP6B",0.000110851530997957,0.000118459804146546,0.000108378142020947,0.000110113685564264
"P11709","YCL029C","BIK1",1.98087272359123e-08,2.17970017908383e-08,2.36667804504735e-08,2.42873838774055e-08
"P11745","YMR235C","RNA1",0.000288612986211018,0.000238014976784183,0.00038514629413817,0.00036133529803196
"P11747","YML098W","TAF13",5.92666639324326e-06,5.22632042219951e-06,5.93820367775194e-06,5.92309895098599e-06
"P11792","YHR205W","SCH9",4.5650051657802e-05,4.24512205849712e-05,4.54781142814313e-05,4.66715298594049e-05
"P11914","YHR024C","MAS2",0.000169537224217639,0.000172377690885909,0.000156781918031468,0.000155603673719954
"P11938","YNL216W","RAP1",5.47780477471689e-05,5.52931470461147e-05,5.52576460969965e-05,5.63493326305974e-05
"P11972","YLR452C","SST2",1.26000418563523e-05,1.13227325651332e-05,1.37052780057003e-05,1.37091978642449e-05
"P11978","YDR227W","SIR4",3.79949487976116e-06,3.13476641809267e-06,4.18395222635465e-06,4.39936503350466e-06
"P11986","YJL153C","INO1",0.000209385241881173,0.000217910717698102,0.000349186610077075,0.000339538951535554
"P12383","YGL013C","PDR1",4.91061169605905e-05,5.25033410173742e-05,5.33514592745997e-05,5.06841567479224e-05
"P12385","YBR143C","SUP45",0.000612376363031041,0.000652966086446724,0.000711793513805842,0.000737952671202282
"P12611","YOR043W","WHI2",4.58256851879384e-05,4.10875734719033e-05,4.43730631702651e-05,4.36029368118399e-05
"P12612","YDR212W","TCP1",0.000626896724910756,0.000493482833519864,0.000680631576070746,0.000649548970068237
"P12683","YML075C","HMG1",0.00018867765736922,0.000177683166716654,0.000184362735186543,0.000193843188203291
"P12684","YLR450W","HMG2",2.17125229797426e-05,2.18676087408875e-05,2.21634683543379e-05,1.83822548392182e-05
"P12686","YGR084C","MRP13",1.84325063464985e-05,1.52293062354869e-05,2.07414866200219e-05,1.93818266729697e-05
"P12687","YNL005C","MRP7",3.40061455942745e-05,3.16769073828694e-05,3.6953337813624e-05,3.78154314262489e-05
"P12688","YKL126W","YPK1",6.82129607587892e-06,5.19515943859737e-06,7.27642651962433e-06,7.30613007668447e-06
"P12695","YNL071W","LAT1",0.000363565518690505,0.000342131855057601,0.000374128977721401,0.000378940663602498
"P12709","YBR196C","PGI1",0.00831794680060922,0.00734130199497549,0.00833023243063727,0.00821079311144479
"P12753","YNL250W","RAD50",6.78027359903912e-06,5.65022656005984e-06,7.65963148905513e-06,7.37424712996372e-06
"P12754","YGR083C","GCD2",7.13470248992069e-05,6.26336059765153e-05,8.15122052185385e-05,7.88114056471461e-05
"P12866","YKL209C","STE6",2.97583086531322e-06,2.42861538118194e-06,3.60380889490825e-06,3.69766811159829e-06
"P12868","YMR231W","PEP5",3.17023156820446e-05,2.52339562839942e-05,3.2691724280475e-05,3.21028840824878e-05
"P12887","YML021C","UNG1",2.67967004657094e-06,2.68460380720926e-06,3.09905918390986e-06,3.01408966121697e-06
"P12904","YGL115W","SNF4",0.000111815722851204,8.7790555538826e-05,0.000128210018547025,0.000129868484644735
"P12945","YDL040C","NAT1",0.000125916066305245,0.000114454925759453,0.000156685051647806,0.00015548597745676
"P12954","YJL092W","SRS2",6.13961306206163e-06,4.88299591425991e-06,7.01839607457798e-06,7.31381476783195e-06
"P12962","YOR276W","CAF20",4.49035675989017e-06,4.15853036843171e-06,4.20338757790235e-06,4.48437765295473e-06
"P13090","YML116W","ATR1",2.41799174703737e-06,2.01286210199436e-06,1.4738328740649e-06,1.50373949441962e-06
"P13185","YDR122W","KIN1",1.29057536836066e-05,1.36929817419848e-05,1.59654388565464e-05,1.54460803110023e-05
"P13186","YLR096W","KIN2",6.34334289935453e-07,6.29069972119417e-07,7.19049351964726e-07,6.86617580314092e-07
"P13188","YOR168W","GLN4",0.000605241251454043,0.00057264993862948,0.000671225100769393,0.000684775114563005
"P13259","YGR202C","PCT1",1.77441329335556e-05,1.50558395495188e-05,1.39847779294899e-05,1.44673984279232e-05
"P13298","YML106W","URA5",0.00033846450495994,0.000252220509581753,0.000383910740203584,0.000424370527424856
"P13382","YNL102W","POL1",9.88297695064243e-05,9.33055361831535e-05,0.000110397242836897,0.000105197978918104
"P13393","YER148W","SPT15",1.32017346984527e-05,1.23232196024918e-05,1.39860728323285e-05,1.42422978750676e-05
"P13433","YFL036W","RPO41",1.21681222789423e-05,1.07100952874882e-05,1.49963289828991e-05,1.45293094018199e-05
"P13517","YIL034C","CAP2",1.34012979866635e-05,9.27169904347456e-06,1.20765103798222e-05,8.61426426377933e-06
"P13574","YHR084W","STE12",3.19297934880337e-06,2.5988622276199e-06,2.9414770222963e-06,2.93080990087e-06
"P13586","YGL167C","PMR1",0.000108941546981294,8.91897304379024e-05,0.000113283334297748,0.00011639496648071
"P13663","YDR158W","HOM2",0.00133466622483431,0.00118147519494108,0.000643561611709285,0.000579467047848605
"P13711","YGL205W","POX1",2.4759532734401e-05,1.93192031550608e-05,3.52541154484892e-05,3.51039066974665e-05
"P13856","YGR152C","RSR1",9.88654522914654e-06,9.10248206240873e-06,1.03032822825929e-05,9.12354710166862e-06
"P14020","YPR183W","DPM1",0.000494905632028575,0.000453071800606177,0.000590111548675434,0.000575640437933005
"P14065","YOR120W","GCY1",4.2456475285093e-06,4.87728633088312e-06,3.99880580241568e-06,3.97599771092001e-06
"P14120","YGL030W","RPL30",0.00192083071717612,0.00218706144540822,0.00207483284665429,0.00209329220775
"P14126","YOR063W","RPL3",0.0102461207010947,0.0116999358737156,0.0110602869811736,0.011009350341843
"P14164","YKL112W","ABF1",6.89012303887974e-05,6.28390923567789e-05,5.87849747668114e-05,6.17652732411144e-05
"P14180","YBR038W","CHS2",1.13824050943504e-05,1.10410575984654e-05,1.4202651300363e-05,1.39219797054324e-05
"P14540","YKL060C","FBA1",0.00705177307782888,0.00785453952390796,0.00720641574268345,0.00718505369801069
"P14680","YJL141C","YAK1",5.53411477335001e-06,4.85835121017478e-06,6.27687362912308e-06,6.25142953884163e-06
"P14681","YGR040W","KSS1",6.67551291547286e-06,6.09154445300356e-06,6.87315334282208e-06,6.98770296812096e-06
"P14693","YHR083W","SAM35",2.84876288049665e-05,2.5920919574145e-05,3.19012795847616e-05,3.21918626056538e-05
"P14736","YER162C","RAD4",2.38586555608305e-07,2.45071836284067e-07,2.45643230705329e-07,2.89877676241573e-07
"P14737","YDR217C","RAD9",1.82120775805489e-06,1.5165120139847e-06,1.92373807998481e-06,1.81642027774298e-06
"P14741","YKR026C","GCN3",6.38485034553429e-05,5.54318678072824e-05,6.27244179528628e-05,6.32105843693641e-05
"P14742","YKL104C","GFA1",0.000245236854095231,0.000203065576640092,0.000280010530492792,0.000270579342685334
"P14743","YLR195C","NMT1",7.82495881439804e-05,6.80552820340802e-05,8.32607093157001e-05,8.32150611302663e-05
"P14747","YML057W","CMP2",3.026488446402e-05,2.71207252458787e-05,3.1171890278357e-05,3.06090306108711e-05
"P14772","YLL015W","BPT1",8.97769328368292e-06,7.64677752929394e-06,9.55386491474186e-06,9.60592179780013e-06
"P14832","YDR155C","CPR1",0.000605293471083693,0.000838909542416344,0.000641735929980802,0.000641283909600105
"P14843","YDR035W","ARO3",8.39351391845476e-05,6.22221281748088e-05,7.09677648683098e-05,7.09880624207852e-05
"P14904","YKL103C","APE1",0.000144127482572018,0.000121258939690868,0.00011527079359969,0.000117193987911624
"P14906","YOR254C","SEC63",7.82467567560139e-05,6.78390113556628e-05,8.15936378043227e-05,8.28181538019585e-05
"P14907","YJL041W","NSP1",1.44167075197554e-05,1.51527618742597e-05,1.66671308602906e-05,1.67448601947494e-05
"P14908","YMR228W","MTF1",5.04982004143635e-06,4.86827566942042e-06,5.74613453501431e-06,5.87699961949383e-06
"P14922","YBR112C","CYC8",9.36239362340063e-05,7.62135642380569e-05,0.000103579400609175,0.000100199858655524
"P15019","YLR354C","TAL1",0.00556907640143208,0.00464701762852615,0.00430166362151737,0.00427338163994732
"P15108","YMR186W","HSC82",0.00269924166795602,0.00255983147540591,0.00429890500925478,0.00369068238876211
"P15179","YPL104W","MSD1",3.89789975986036e-07,3.79960865119272e-07,4.28566574863295e-07,4.16390690355252e-07
"P15180","YDR037W","KRS1",0.00124648062402798,0.00133255115339864,0.00121456938818828,0.00117171580913796
"P15202","YDR256C","CTA1",1.77502060316446e-05,2.30336453610393e-05,2.82731382960865e-05,2.43316054065922e-05
"P15274","YML035C","AMD1",7.86473052759663e-05,7.29444988260442e-05,9.12911127248769e-05,9.34802467950422e-05
"P15303","YPR181C","SEC23",0.000356267200238537,0.000331996191313075,0.000385116686972485,0.000398801494416362
"P15367","YIR022W","SEC11",1.00092096739772e-05,8.61477303025294e-06,1.08378689370614e-05,9.92622332314872e-06
"P15424","YDR194C","MSS116",8.74005099923392e-05,8.15483382040771e-05,0.000105982861417036,0.000101647367053096
"P15436","YDL102W","POL3",1.6117777779771e-05,1.47858131165494e-05,1.61686742482235e-05,1.61941943995902e-05
"P15442","YDR283C","GCN2",2.92290254541825e-05,2.99078864321697e-05,2.72063481882359e-05,2.79173712663576e-05
"P15454","YDR454C","GUK1",0.000122140892446059,0.000160888335211215,0.000132453859726915,0.000134073209399174
"P15496","YPL117C","IDI1",9.89562705038767e-05,8.16759565089624e-05,0.00010368906601924,9.84400527256794e-05
"P15565","YDR120C","TRM1",0.000100608491167026,0.000108152043191859,0.000109585428452788,0.000106806084639116
"P15624","YLR060W","FRS1",0.000303598192740266,0.000286327569455617,0.000337909760120508,0.000358843506779001
"P15625","YFL022C","FRS2",0.000291197983794702,0.000302710447624417,0.000323651210503638,0.000327845794953039
"P15646","YDL014W","NOP1",0.000441507348986319,0.000610209852058989,0.000508571620688621,0.000566992913388382
"P15700","YKL024C","URA6",0.000194630519507765,0.000178764361245558,0.000196422309237869,0.000184366800528314
"P15703","YGR282C","BGL2",0.000480677141785598,0.000427886280560695,0.000469916192324693,0.000448450894422414
"P15705","YOR027W","STI1",0.000586593059651917,0.000576813048658763,0.000702604123360522,0.000716128394752249
"P15790","YIL035C","CKA1",4.80215270133387e-05,4.31742091613434e-05,5.14747565280998e-05,5.10333151573141e-05
"P15807","YBR213W","MET8",1.1510580793688e-05,9.13288310127258e-06,3.19860774225249e-06,3.24770815985609e-06
"P15873","YBR088C","POL30",0.0002432849589022,0.000198559682161182,0.000268833475445524,0.000254396872552064
"P15891","YCR088W","ABP1",8.17647253772337e-05,8.94459033935274e-05,9.86606449940486e-05,9.89828715407088e-05
"P15938","YKR086W","PRP16",2.29370826556744e-06,2.67667838046616e-06,1.3927758598616e-06,1.4755079879672e-06
"P15992","YBR072W","HSP26",0.000270257863535206,0.000380001008347038,0.000189560987368086,0.000178138494163781
"P16120","YCR053W","THR4",0.000809563033924121,0.00062480844627801,0.000662830340481265,0.000618233141304868
"P16140","YBR127C","VMA2",0.000727023627862605,0.000885836818392849,0.000748318430248002,0.000722532244126176
"P16370","YIL021W","RPB3",1.08213842365353e-06,1.56955822765505e-06,1.4579627560112e-06,1.39483024058875e-06
"P16387","YER178W","PDA1",0.000585518601450818,0.00056322711764854,0.000563642783001794,0.000574858971181977
"P16451","YGR193C","PDX1",3.73381806749366e-05,3.14721397027515e-05,4.27234715389206e-05,4.28667819927982e-05
"P16467","YLR134W","PDC5",5.98716410816722e-06,5.12034336737936e-06,9.80650975588936e-06,8.71939068828288e-06
"P16474","YJL034W","KAR2",0.000909965444597547,0.000730580051124548,0.00126754284566075,0.00129328098465146
"P16521","YLR249W","YEF3",0.0139088710445408,0.0120652203228895,0.0169320963703749,0.0165507548541314
"P16522","YHR166C","CDC23",5.56478931194048e-06,5.49760405955767e-06,5.92342628829334e-06,5.94529679922848e-06
"P16547","YIL136W","OM45",0.00030685785127411,0.000383830904295015,0.000401249992401467,0.000420049595105618
"P16550","YCL050C","APA1",0.000239557749559071,0.000213426548614873,0.000295238823861839,0.000283273158045217
"P16603","YHR042W","NCP1",0.000213835557803601,0.000234537869212361,0.00022401776248337,0.000234562276124168
"P16622","YOR176W","HEM15",0.000115831537414797,0.000104379047170929,0.000127475443319173,0.00012563119615293
"P16639","YGL017W","ATE1",2.92540465433203e-06,3.1171297830246e-06,2.02386909200899e-06,2.33590146989702e-06
"P16649","YCR084C","TUP1",0.000157674527662927,0.000153187257098136,0.00016475563919133,0.00016469200655199
"P16661","YBR110W","ALG1",2.16631878869692e-05,2.36777400207504e-05,2.25000841203367e-05,2.3742426523149e-05
